patient	MB-0395	MB-4716	MB-5408	MB-3371	MB-2953	MB-2513	MB-3706	MB-2616	MB-3363	MB-7250	MB-4836	MB-2643	MB-6346
category	diespre60	aliveafter72	aliveafter72	aliveafter72	diespre60	diespre60	diespre60	aliveafter72	diespre60	diespre60	diespre60	diespre60	aliveafter72
CALU	8.209738346	8.656984084	8.382799533	8.555329165	9.357736714	9.22009761	9.887958139	8.77182862	8.65075785	9.57728954	8.181260244	9.502797671	9.606914522
TRIM8	9.228652674	9.98178038	9.803528741	10.12536932	10.49737005	9.419189536	9.635234725	9.738023425	9.039000486	9.633105012	9.378052454	9.314666771	9.531216518
FLJ46361	5.380185943	5.262209875	5.434299923	5.042489904	5.137061199	5.389123554	5.258718206	5.196413473	5.026707394	5.15344762	5.505173501	5.441827988	5.360294248
KRTAP9-3	5.469570621	5.114220638	5.378500156	5.343624171	5.163643613	5.192140126	5.252197555	5.195971529	5.388569845	5.357435794	5.399375965	5.269180939	5.227858683
AA406149	5.420868315	5.229371097	5.353704155	4.88161682	5.02216645	5.18320684	5.174249584	5.13375092	5.295036214	5.373124538	5.357616177	5.281882806	5.488598269
ALDH16A1	6.392956176	6.972062177	6.852045936	6.545576823	6.642631932	6.65012664	6.313173552	6.529361057	6.927801587	6.827953523	6.248721921	7.098992452	6.809421697
AMT	6.43834996	7.087854519	7.211370117	6.530665202	6.48501496	7.321953915	5.672949116	6.158455666	8.063599427	6.323367162	8.188947495	7.472229301	7.063302025
SYTL5	5.782201597	5.201960117	5.413717527	5.496536932	5.714290346	5.334466718	5.148872963	5.336543636	5.379260177	5.9187987	5.514679216	5.762865222	5.639904375
CA312774	5.388969105	5.531100655	5.716142707	5.4105668	5.353135071	5.514234556	5.490935896	5.38493501	5.268377482	5.62804768	5.405144675	5.335824112	5.195971185
C5orf13	9.272464167	10.40542005	9.435234902	8.957925717	10.95824367	9.742145384	9.286697745	10.91024698	11.09282821	9.742416591	10.09138428	10.17181576	9.332357206
SRPX2	7.345083509	7.400674694	7.588846401	6.954641849	8.100584973	7.721789421	7.854802038	7.782618867	6.674987546	7.941241049	7.082956715	8.588379151	5.835921722
RETSAT	7.010298145	6.652266	6.610110303	6.900322835	5.940062014	5.923185418	6.121747126	6.23592051	6.592495673	6.630645973	5.35492686	6.445963551	5.99401389
FUT3	8.284652443	5.348150881	5.356565319	5.550604276	5.591831163	7.148638169	5.787954039	5.775368231	5.767520602	6.526954986	5.396273843	5.412947401	7.345495903
GRK7	5.033603031	5.372610311	5.305020371	5.186635609	5.228799329	5.115542706	5.08826201	5.232914813	5.284589666	5.072101686	5.280599951	5.183667056	5.278355587
RUNX2	6.125761464	6.506143506	6.977587434	7.940642735	6.870871827	6.42984326	5.529133276	5.491529125	5.914046484	6.794450131	5.713357315	6.992531105	6.484803755
GPR44	5.485781843	5.527848799	5.295740735	5.089745411	5.412814039	5.325092391	5.262682165	5.316403226	5.075239852	5.123057783	5.365207747	5.44912171	5.277520412
BC029043	5.242178362	5.227282477	5.170167115	5.470751658	5.384011027	5.431589047	5.269794548	5.157929719	5.309531259	5.291271315	5.420856147	5.31695624	5.179452182
BQ882301	5.478584277	5.320801377	5.325483727	5.381672914	5.435803161	5.304242264	5.413613865	5.355294619	5.135266809	5.502412583	5.349886645	5.175293404	5.367545314
HRG	5.388661111	5.336822893	5.152376432	5.07643406	5.366551096	5.307006686	5.368884446	5.338640763	5.228155863	5.263705473	5.46597372	5.359515685	5.390491964
LOC401097	5.106268992	5.405497101	5.480876802	5.495004181	5.490962118	5.060875002	5.642517042	5.563960753	5.227597106	5.391796259	5.402407178	5.493163639	5.389318305
PRTFDC1	5.772747289	5.736459143	5.872972164	6.001790821	6.620143836	6.213911614	7.507401892	7.029406007	8.085087101	5.652450701	6.340697269	6.573325528	5.863245439
C13orf26	5.256262992	5.147986839	5.135412545	5.217454351	5.145746876	5.153870617	5.297721527	4.927927697	5.233746944	5.245426724	4.972437825	5.23787046	5.341685118
IFNA6	5.181442192	5.123989676	5.328020528	5.139060998	5.41845199	5.09254937	5.091546848	5.321250964	5.243845167	5.211720365	5.499082347	5.262488632	5.238464058
ZSCAN21	7.355545792	6.954321162	7.073252915	7.282719818	6.638657354	7.281199469	6.492675731	6.858162704	6.960577256	7.372709665	7.438493327	6.446926083	6.950947145
CSNK1G1	7.55450297	7.757814535	7.580057985	7.970984891	7.917536193	7.19664736	7.465386438	7.1135602	8.192506738	7.667763854	7.352161882	7.548844544	8.167217068
PDP2	5.605573421	5.568561006	5.648232125	5.603985825	5.582293079	5.665799255	5.865036626	5.712198377	5.38791297	5.470099498	5.385531405	5.64237882	5.570639274
LOC388942	5.487233461	5.542948353	5.614333301	5.483226319	5.563554891	5.512026132	6.09601685	5.686555498	5.403832894	5.263429916	5.377312801	5.699104399	5.378461152
IL1RAP	5.723045178	5.3606144	5.483042094	5.510940515	5.89384746	5.328891414	5.767299384	5.509230974	5.476975604	5.597847684	5.205578875	5.468487859	5.55626951
MOBKL2B	5.442893137	6.178281542	5.785069623	5.439578446	6.173071453	5.883763529	6.213056737	6.423051703	5.820414402	5.897544188	5.644371321	5.836863511	5.568917879
ERP27	6.707131945	7.577841447	7.32305501	7.622123959	8.213219048	8.858630273	11.05654669	8.176388447	6.686198258	7.480947414	9.097008172	6.571327373	6.947405021
AW449279	5.444624712	5.267128624	5.605140024	5.262782545	5.421324219	5.224580786	5.399828615	5.329091773	5.23922278	5.390455454	5.446307518	5.447335024	5.302730027
TRPT1	9.830473867	9.755044775	9.527645647	9.534732602	9.688576296	10.85137624	9.268409951	9.211331413	9.666427355	9.482621742	10.65789605	8.478425387	10.14179423
TRAM2	7.084957498	7.641687537	8.388045915	7.77767796	7.943176276	8.216705834	7.788620468	8.082379321	7.479581708	8.102266697	7.624486407	8.865289454	7.588528189
SLC35C1	7.341211297	6.535772638	6.932998381	6.616417276	6.54088473	6.749545107	7.66328107	6.673864345	6.690208574	7.269974337	6.622688054	7.26526967	6.899370514
PACAP	5.331861341	6.160252533	6.376671293	5.731432375	5.961739281	6.261378608	5.816826658	5.6470354	5.624063977	5.68746099	5.984607969	5.696484953	6.514629073
TMEM184A	6.247576635	6.595592552	5.348990959	6.142196472	5.734077055	5.67673454	5.475230558	5.651492773	5.854355392	6.025921191	5.619099533	5.541213813	5.76789258
AI203690	5.156526423	5.361668252	5.279301766	5.420395635	5.622191263	5.783614438	5.617614747	5.549499774	5.595049565	5.411677238	5.748830562	5.572850078	5.252163624
CF454632	5.391990983	5.220843138	5.55977621	5.45444982	5.381361256	5.420538764	5.392994671	5.452202965	5.21400556	5.481905623	5.404381883	5.323323885	5.316090795
SMCP	5.428923702	5.475144244	5.54339018	5.66920775	5.529611828	5.665275657	5.685041361	5.591586203	5.619290466	5.337667628	5.353493984	5.613401792	5.336899381
T	5.20711556	5.285089509	5.314403563	4.976557761	5.256057696	5.261197796	5.100867947	5.291567287	5.387279059	5.121576862	5.350324826	5.247148809	5.127084605
AP1S2	7.90309439	7.981398584	9.230412315	7.767495735	8.522405735	8.796406175	9.400738395	9.236602632	8.784702354	8.37349307	7.032435135	9.411508954	7.340427007
PCDHB6	5.121812869	5.283046677	5.103234126	5.106945524	5.438325773	5.156190207	5.216493863	5.073991652	5.202504654	5.368303165	4.937545555	4.886216695	5.278952823
ATP5A1	11.73810285	11.98205702	11.84014674	12.30510948	11.8057844	11.27764928	11.3654154	12.09353816	12.43308935	11.85947818	10.58998253	11.64313389	11.43801611
BX248745	5.168370456	5.37032556	5.479876594	5.120047689	5.267824735	5.167903703	5.454788152	5.074265848	5.32762756	5.424573839	5.406143611	5.358209042	5.310133794
CTNNAL1	6.028714363	6.566928298	6.421356409	6.192238533	6.74940624	6.61930523	6.394922364	7.660625463	8.163065446	6.638296061	6.207987048	7.183373279	6.3224739
NFATC1	5.722854374	5.917994619	6.27377391	6.130309964	5.617448097	5.608134879	7.197671003	5.713665144	6.009424544	6.079983042	6.371844865	6.395844686	5.875588606
NR0B1	5.371397921	5.426912244	5.245008649	5.325874478	5.488965423	5.451444163	5.230459784	5.258014321	5.472745604	5.168683642	5.276459275	5.44183387	5.722133061
MGP	11.42587678	12.68567367	11.13250528	13.87540332	13.07652278	13.25979095	14.40944386	14.42493028	8.04537605	11.36984957	9.655359188	11.19814678	9.521613479
AI479351	5.134544872	5.647484436	5.575394152	5.314482566	5.413136645	5.46790324	5.323388821	5.328881792	5.387174741	5.444802055	5.438520297	5.40350869	5.367785471
CALY	5.277273467	5.363619677	5.733593667	5.275879909	5.403724526	5.244108773	5.609055146	5.305443057	5.432337432	6.222385379	5.582657593	5.033924093	7.372709665
CAMK1G	6.016307492	6.363181787	7.658823184	6.471999547	6.494896511	7.654059159	6.79373445	7.304299337	5.77046125	7.90398886	6.475840581	6.12389354	5.788112156
RALB	9.966364676	9.487223101	10.06868454	10.02363186	9.682917837	10.13704479	9.061284101	10.23283476	8.744963729	9.841281313	8.611432213	10.01712354	9.217766488
TMEM183A	10.30076353	10.41883194	9.628668224	10.37479245	11.0347597	10.43481154	10.53243227	10.50023885	10.60335602	10.12248012	9.212056532	9.816261922	10.19852644
TMEM203	7.331650573	6.156498828	6.447919708	6.053818712	6.183484502	6.174764228	5.89146453	6.760524089	6.319231798	6.293864437	5.436887071	6.489780674	5.865904626
BU629763	5.296363375	5.530667434	5.270245067	5.465272701	5.423462265	5.40153008	5.340827834	5.437730847	5.475170835	5.710317458	5.180920402	5.166983841	5.284346513
SHCBP1	5.577596119	5.497060721	5.464140515	5.551627762	5.404224497	5.476786849	5.518207381	5.544973695	5.66966603	5.310896438	5.768261667	5.590685602	5.491046484
FLJ25037	6.418265275	6.011496767	6.011337735	6.055207181	5.696168429	5.919382978	5.657869886	6.210968827	5.976907983	5.71047377	5.661597646	5.788112156	5.510520581
AI802398	5.386866465	5.26170722	5.516873047	5.47162521	5.477719797	5.510832474	5.393590055	5.354050201	5.31154203	5.38129273	5.842087684	5.208506981	5.621733835
BCL7A	5.372053966	5.544419574	5.280150754	5.698108481	5.675141142	5.803986861	5.713250029	5.550049585	5.911654227	5.473550547	5.495763786	5.617199425	5.676001948
RTN1	5.12104363	6.088252386	5.309292854	9.262519104	6.478292289	6.314199416	6.450386996	6.231159298	7.136390854	5.152887541	5.420284064	5.059348923	6.048987249
SCAF4	7.519916045	7.89019755	7.512031048	7.388348168	7.215443652	7.154408794	7.125743385	6.988931679	7.584178967	7.231134399	7.843710056	7.244882027	7.479110759
SRGAP2	6.790151099	6.883718701	6.80693867	6.651934099	6.681996538	6.614624659	6.779245871	6.907989096	7.195645912	7.27886934	7.10719991	7.258330297	7.014057652
BMP4	7.23885934	7.386127471	7.94217596	6.045591536	6.952240146	8.115323581	5.957346129	8.172113745	5.962893614	7.572819462	8.8394395	6.481637682	8.623256035
SLC34A1	5.429266923	5.491328182	5.601016318	5.574378782	5.883724878	5.494243744	5.648108081	5.776039596	5.657627602	5.498622322	6.310143555	5.910126198	5.671199733
KCNT1	5.285058005	5.312720756	5.689488958	5.439861659	6.424258702	9.124551071	6.612011571	5.277936625	5.107125588	5.769482199	5.313689735	5.339993331	7.706658511
AA551223	5.53404543	5.246484368	5.464174326	5.361995517	5.579835963	5.589285714	5.414977765	5.490263022	5.472491178	5.638657363	5.376283198	5.555988283	5.318663825
VDAC2	9.06666234	9.084321023	8.668307245	9.213905409	10.16939286	8.803367685	8.965228808	9.590203982	9.596227862	8.397947088	8.355665713	9.168229758	9.483830461
KCNK13	5.735088813	5.48603166	5.440502388	5.4635953	5.66172057	5.669353735	5.345987755	5.607932932	5.529517805	5.588777329	5.476275814	6.665114823	5.509124408
CCDC104	7.172750432	7.116847697	6.884264489	8.098347999	7.699052011	7.380383168	7.138693853	8.3160237	7.823505543	6.175984043	6.456497815	7.293098792	7.332574415
KIAA0586	6.331711255	6.789538867	6.822981766	6.741966926	7.233156067	6.483680565	6.872250552	6.486725157	7.104547979	7.068074476	6.728563258	6.501286564	6.854295133
C12orf48	6.917468199	6.482948439	6.447428498	6.361098317	7.098658305	7.011076502	6.97930246	6.77664378	7.462226791	6.23523768	6.324879287	6.989218125	6.104059419
PRKD2	6.407242305	7.059306609	6.841770467	7.290136748	6.399341222	6.143004641	6.646612801	6.59778629	7.548373574	6.710737022	5.741647881	6.6282132	6.791345731
CDIPT	6.244200271	6.443451976	6.696903909	6.663545342	6.383089703	6.775171028	6.991251977	6.376561562	6.417008464	7.186180565	7.009784095	6.36713634	6.601592489
C12orf60	5.403055208	6.316171737	5.576113294	5.761782251	5.628951128	5.63920914	5.843822477	5.834911311	5.881853091	6.066964054	5.461226013	5.395127751	5.589188688
DEGS2	5.239077189	7.508701133	5.998533802	7.816904498	7.042272539	7.450141953	5.394920933	6.071816412	5.81293104	6.722702285	5.670704726	5.396710286	7.143984959
IDI2	5.307938639	5.267243852	5.24528478	5.225550011	5.250869388	5.213518076	5.242564548	5.189660457	5.186823755	5.389352956	5.343890779	5.275961299	5.492714506
PSMD6	8.589469858	7.525334047	8.694708502	9.012610357	8.92974011	8.389418299	8.353434781	9.489475267	9.324592987	7.51328422	6.778535158	8.475672331	8.002889664
PWRN2	5.450858441	5.618860893	5.475663969	5.321999692	5.480831664	5.4815734	5.554178438	5.481793209	5.603585506	5.578182174	5.455077579	5.495989	5.296916755
BX096787	5.306132836	5.470799824	5.446459411	5.475335917	5.485750941	5.372063756	5.4429655	5.411310214	5.489927275	5.387731484	5.608959269	5.475713591	5.434337077
SF3B4	10.88210343	10.17099377	9.883762359	11.0486253	10.31376334	9.962362016	9.867266591	10.13672321	11.18510634	10.46355005	10.69343178	9.773995823	10.91181689
VAPB	5.401290948	5.904436403	5.796524081	5.740826472	5.521461227	5.389788142	5.600081703	5.81184171	5.591300066	5.341152109	6.194784828	5.283233424	5.85451188
AGBL1	4.997908053	5.182554949	5.299869908	5.402971069	5.303499382	5.254604451	5.467701245	5.218385705	5.430211587	5.464221148	5.39566783	5.331369929	5.176855115
FBXL19	5.627319325	5.352913446	5.297334343	5.60927242	5.503221441	5.678989031	5.641453201	5.867982694	5.493507172	5.264868369	5.381092373	5.877089096	5.567463879
KCNE3	5.391432894	5.280334583	5.443932658	5.406551969	5.379084955	5.476714571	5.308347726	5.141857607	5.486064676	5.232163341	5.473636492	5.54758819	5.351129537
BP394629	5.508027056	5.337163372	5.348271971	5.36174344	5.61274807	5.510907564	5.492273812	5.312841437	5.371505892	5.57975537	5.705121802	5.27097774	5.4455587
DLX4	5.36896556	5.336958323	5.15644668	5.252857394	5.419318101	5.202703744	5.506969388	5.707974213	5.436582532	5.406408254	5.396710286	5.488070915	5.308848259
RPL37A	12.03271718	12.25361367	11.86850175	13.99679654	12.85299175	12.26626922	12.26597338	13.46420977	13.02490595	11.30960924	10.58265116	12.55186858	11.33589985
RALGPS1	6.9147622	7.499703051	6.836017581	7.086539531	7.105979655	7.488894133	6.098734016	6.658663781	7.535728265	7.873356524	7.007562869	6.094097306	7.509571405
SPEM1	5.28507206	5.332978856	5.493493899	5.3446818	5.330313115	5.501264639	5.498128708	5.429817885	5.457138125	5.738578035	5.473418785	5.544953693	5.097238835
CALCRL	7.161460077	6.970345481	6.778822547	5.871885286	6.93769136	7.101299059	6.499110332	7.112719932	5.959687271	6.539011753	6.741301161	6.381043395	5.913641695
FOXP2	5.456770172	5.265556898	5.605636871	5.393069691	5.463322038	5.392769041	5.41792107	5.471532876	5.344358779	5.427736542	5.214217907	5.426931378	5.391829504
KIAA2022	5.573617368	5.146218777	5.390777296	5.077166941	4.860054939	5.700921976	5.418122261	5.445491227	6.387640916	5.374302506	5.432858018	5.302988291	5.570593664
AW250748	5.536967897	5.289583559	5.281989546	5.299973513	5.298576644	5.122664831	5.232800102	5.148937424	5.495332351	5.71429388	5.40129631	5.283369289	5.357546614
MCTP2	5.354619591	5.354522957	5.707959637	5.073885985	5.091565006	5.256485338	5.30857358	5.414051873	5.614897888	5.618911374	5.150888645	5.296954818	5.314204532
LIMS1	8.716867997	8.169446548	9.285310481	8.466298183	9.048583547	9.299669021	9.318030405	9.333646148	9.050819798	8.15048882	8.602730965	10.35100758	8.381178188
AI681186	5.163230727	5.428082274	5.414191085	5.327527013	5.435871865	5.556351828	5.719384119	5.435911169	5.157272312	5.202027778	5.297038329	5.515964321	5.448157176
C6orf103	5.638288119	5.549039174	5.640744341	5.538894742	5.513833748	5.464890764	5.551461477	5.470204492	5.540901905	5.700588685	5.37658689	5.439642456	5.612967071
COL17A1	6.114530053	6.980690811	6.56026019	5.762529826	6.721001996	6.926698162	6.511023548	8.674690992	5.742766387	6.804473485	5.490820267	6.260807182	6.144338495
C1orf53	7.691066811	7.165302843	6.663556913	6.798522468	7.95246455	7.477570736	7.545686642	7.906312535	9.106868557	7.470440616	5.863079925	6.77707498	7.841147847
AI885551	5.746053339	5.332925335	5.395796109	5.759692103	5.245081332	5.430857378	5.26968599	5.416993101	5.448185953	5.375623155	5.329801343	5.359454841	5.304446888
DB222718	5.62468572	5.364020033	5.597135516	5.654058685	5.520567545	5.375887827	5.50429097	5.58351118	5.456304123	5.6560354	5.499935047	5.551332914	5.42803669
AW614388	5.186266084	5.169511125	5.435492743	5.360071429	5.219062515	5.136883268	5.169739909	5.183947324	5.016587507	5.320911617	5.41395523	5.015178933	5.226515717
NPR1	5.464767496	5.480305024	5.283446982	5.770743006	5.54692932	5.289857053	5.52878183	5.687038142	5.611991805	5.721002234	5.513097587	6.038096593	5.416161687
APOBEC1	5.294035592	5.280527974	5.436519724	5.393004221	5.340186001	5.508390883	5.314356848	5.522262336	5.530440286	5.240441882	5.32040855	5.343962338	5.405443235
USP17L2	5.652724758	5.321057876	5.521927092	5.374042783	5.301305568	5.404018916	5.328501114	5.401372621	5.492696191	5.350566803	5.418211372	5.510875509	5.355479769
ZNF619	5.175137445	5.382927976	5.012196608	5.375983895	5.391509292	4.980166229	5.520444491	5.143056993	5.349572535	5.179549178	5.544773012	5.207455707	5.381058434
SLIT3	6.556648305	7.282468823	6.916531909	6.397356191	7.191753581	7.285279299	6.607268892	6.931217063	5.773581344	7.454005849	7.726851232	7.519804399	6.624397464
SPATS1	5.33317001	5.081340103	5.270571353	5.168746315	5.321850743	5.132683564	5.375012738	5.493929356	5.092294949	5.13350192	5.113055051	5.119392673	5.159069981
THEM5	5.47609939	5.099302153	5.371139445	5.266711958	5.275962079	5.06717353	5.438984917	5.428692683	5.306862336	5.391763781	5.398391373	5.427736542	5.373525707
TAF9	6.103740001	5.672758568	5.682099818	6.914214718	6.145435666	6.093493317	5.926200763	7.518286276	6.830750849	5.597180472	5.37350973	6.543208405	5.528025447
C9orf80	8.214045336	7.616037931	7.60877284	6.966493181	7.576598206	8.72204535	7.900076406	8.158388751	7.546913262	7.773284744	6.877364855	7.463571565	7.979014954
AL038167	5.675362963	5.182357903	5.343721019	5.437815775	5.320658934	4.958683669	5.431770145	5.257869596	5.314691871	5.451543188	5.306132169	5.141482761	5.094216726
AVPI1	8.491006734	8.63235646	8.609267031	8.232170265	8.742399777	7.924769417	8.378738018	8.16834636	7.641964597	8.27268133	7.960792162	9.823247286	7.877541791
BG110658	5.143042932	5.101334085	5.315517505	5.356652609	5.110411862	5.183879344	5.387859623	5.45233968	5.364552531	5.237524369	5.342239369	5.379685522	5.410300769
NAALADL2	5.486410939	5.358371883	5.318733304	5.620451291	5.462031416	5.535183448	5.507006418	5.897013737	5.590966698	5.445589856	5.345537611	5.724994406	5.231607154
SRSF11	5.765088408	5.751352597	5.894917897	6.960440463	6.965826235	6.379877408	6.489439563	6.741217699	7.036718674	5.329660437	6.158968743	6.84237763	5.849545755
